Customer Key-Name,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
21754KAITLYN,LOPEZ,09-10-1942,M,F,kaitlyn19@learnsector.com,70000,5,Bachelors,Management,N
21755LUCAS,WHITE,24-03-1943,M,M,lucas26@learnsector.com,70000,5,Bachelors,Management,Y
21756ALLISON,CARTER,24-11-1943,M,F,allison33@learnsector.com,80000,5,Bachelors,Management,N
21757ELIJAH,WANG,12-09-1943,M,M,elijah26@learnsector.com,80000,5,Bachelors,Management,Y
21758PATRICIA,MALHOTRA,22-02-1944,M,F,patricia10@learnsector.com,40000,4,High School,Professional,Y
21759JENNIFER,MOORE,20-04-1944,M,F,jennifer36@learnsector.com,40000,4,High School,Professional,Y
21760MARGARET,SHE,18-10-1944,M,F,margaret28@learnsector.com,40000,4,High School,Professional,Y
21761MAKAYLA,SANDERS,16-08-1944,S,F,makayla3@learnsector.com,70000,4,Bachelors,Management,Y
21762ANDREA,HERNANDEZ,25-08-1944,M,F,andrea40@learnsector.com,70000,4,Bachelors,Management,Y
21763MADISON,BROWN,11-09-1945,M,F,madison4@learnsector.com,40000,5,High School,Professional,N
21764NATHAN,SMITH,08-04-1945,M,M,nathan54@learnsector.com,40000,5,High School,Professional,Y
21765NATHANIEL,KELLY,15-08-1945,M,M,nathaniel3@learnsector.com,40000,5,High School,Professional,N
21766JESSE,BAKER,26-05-1945,M,M,jesse32@learnsector.com,70000,4,Bachelors,Management,Y
21767MARIAH,RAMIREZ,13-06-1946,M,F,mariah31@learnsector.com,70000,5,Bachelors,Management,Y
21768COLE,WATSON,22-08-1946,S,M,cole1@learnsector.com,70000,5,Bachelors,Management,Y
21769MICHELE,RUBIO,15-04-1946,S,F,michele54@learnsector.com,70000,5,Bachelors,Management,N
21770BRANDON,THOMAS,11-08-1946,M,M,brandon31@learnsector.com,60000,4,Bachelors,Management,Y
21771SHEENA,SHEN,10-12-1946,M,F,sheena2@learnsector.com,60000,4,Bachelors,Management,Y
21772SARAH,PATTERSON,16-02-1946,M,F,sarah35@learnsector.com,60000,4,Bachelors,Management,Y
21773ALYSSA,ROGERS,21-06-1946,M,F,alyssa27@learnsector.com,60000,4,Bachelors,Management,Y
21775SEAN,RAMIREZ,23-04-1947,S,M,sean14@learnsector.com,70000,2,Partial College,Professional,Y
21776DANIEL,THOMPSON,04-09-1947,M,M,daniel5@learnsector.com,70000,2,Partial College,Professional,Y
21777EMILY,GONZALES,22-06-1947,M,F,emily42@learnsector.com,70000,2,Partial College,Professional,Y
21778LOUIS,SHEN,04-05-1947,M,M,louis19@learnsector.com,70000,2,Partial College,Professional,Y
21779MAURICE,BLACK,05-10-1947,S,M,maurice21@learnsector.com,70000,2,Partial College,Professional,Y
21780PEDRO,GONZALEZ,23-02-1947,M,M,pedro18@learnsector.com,70000,2,Partial College,Professional,Y
21781JARED,RIVERA,22-06-1947,M,M,jared18@learnsector.com,60000,5,Bachelors,Management,Y
21782BLAKE,MARTIN,16-08-1948,S,M,blake14@learnsector.com,40000,2,High School,Professional,Y
21783KATE,GOEL,19-10-1948,S,F,kate16@learnsector.com,40000,2,High School,Professional,Y
21784MACKENZIE,HERNANDEZ,05-10-1948,S,F,mackenzie39@learnsector.com,60000,2,Partial College,Professional,Y
21785TABITHA,RODRIGUEZ,11-05-1948,S,F,tabitha16@learnsector.com,60000,2,Partial College,Professional,N
21786ALEXIS,BENNETT,02-07-1948,M,F,alexis23@learnsector.com,60000,2,Bachelors,Management,Y
21787REBECCA,ALLEN,15-11-1948,M,F,rebecca24@learnsector.com,60000,2,Bachelors,Management,Y
21788SPENCER,BARNES,04-05-1948,M,M,spencer4@learnsector.com,60000,2,Bachelors,Management,Y
21789LAUREN,GRIFFIN,25-06-1948,M,F,lauren67@learnsector.com,60000,2,Bachelors,Management,Y
21790JAMES,DIAZ,24-02-1948,M,M,james37@learnsector.com,60000,2,Bachelors,Management,Y
21791RICHARD,PRICE,19-12-1948,M,M,richard56@learnsector.com,70000,4,Bachelors,Management,Y
21792CASSIDY,BUTLER,13-06-1949,M,F,cassidy15@learnsector.com,60000,2,Partial College,Professional,Y
21793KAYLEE,SCOTT,24-08-1949,M,F,kaylee36@learnsector.com,60000,2,Partial College,Professional,Y
21794ALYSSA,JAMES,15-09-1949,M,F,alyssa42@learnsector.com,60000,2,Partial College,Professional,N
21795TRISTAN,BENNETT,22-01-1949,S,M,tristan1@learnsector.com,70000,4,Partial College,Professional,Y
21796EMMA,WARD,10-04-1950,M,NA,emma39@learnsector.com,40000,2,Partial High School,Skilled Manual,Y
21797KELVIN,GAO,25-09-1950,M,M,kelvin33@learnsector.com,60000,2,Partial College,Professional,Y
21798JADE,SANDERS,25-09-1950,M,F,jade2@learnsector.com,60000,2,Partial College,Professional,Y
21799ANGEL,COOK,27-09-1950,M,M,angel20@learnsector.com,60000,2,Partial College,Professional,Y
21800HEIDI,RAMAN,19-09-1950,M,F,heidi14@learnsector.com,60000,2,Partial College,Professional,Y
21801KAYLEE,COOPER,15-10-1950,M,F,kaylee14@learnsector.com,70000,4,Partial College,Professional,Y
21802LUCAS,ROBERTS,20-04-1950,M,M,lucas5@learnsector.com,80000,3,Bachelors,Management,Y
21803EMILY,THOMAS,22-09-1951,M,F,emily11@learnsector.com,40000,2,Partial High School,Skilled Manual,Y
21804BROOKE,COOK,11-08-1951,M,F,brooke19@learnsector.com,60000,2,High School,Professional,Y
21805LUCAS,RUSSELL,18-04-1951,M,M,lucas67@learnsector.com,60000,2,Partial College,Professional,Y
21806KELVIN,XIE,03-02-1951,S,M,kelvin0@learnsector.com,60000,2,Partial College,Professional,Y
21807AMANDA,CAMPBELL,02-11-1951,M,F,amanda50@learnsector.com,60000,2,Partial College,Professional,N
21808AMANDA,GREEN,20-02-1951,M,F,amanda57@learnsector.com,60000,2,Partial College,Professional,Y
21809SYDNEY,THOMPSON,05-10-1951,M,F,sydney77@learnsector.com,60000,2,Partial College,Professional,Y
21810JUSTIN,MILLER,18-12-1951,M,M,justin37@learnsector.com,70000,4,Partial College,Professional,Y
21811OLIVIA,WILLIAMS,12-02-1952,M,F,olivia2@learnsector.com,70000,2,Partial High School,Skilled Manual,Y
21812ADRIAN,BAILEY,05-01-1952,M,M,adrian16@learnsector.com,60000,2,High School,Professional,N
21813DALTON,BROWN,02-09-1952,M,M,dalton4@learnsector.com,60000,2,High School,Professional,N
21814NOAH,EDWARDS,24-03-1952,M,M,noah28@learnsector.com,60000,2,High School,Professional,Y
21815GABRIELLE,GREEN,05-05-1952,S,F,gabrielle57@learnsector.com,60000,2,High School,Professional,Y
21816JACKSON,ROBERTS,20-07-1958,S,M,jackson34@learnsector.com,130000,2,Bachelors,Management,N
21817JEROME,CARLSON,09-04-1958,M,M,jerome17@learnsector.com,160000,1,Partial College,Professional,Y
21818WILLIE,CHANDER,24-10-1957,M,M,willie35@learnsector.com,110000,2,Partial College,Professional,Y
21819CHLOE,HOWARD,02-11-1957,M,F,chloe57@learnsector.com,110000,2,Partial College,Professional,Y
21820PRISCILLA,NATH,11-06-1957,M,F,priscilla17@learnsector.com,110000,2,Partial College,Professional,Y
21821CLAYTON,TANG,22-05-1957,S,M,clayton24@learnsector.com,120000,2,High School,Professional,Y
21822GREGORY,YUAN,26-02-1957,S,M,gregory11@learnsector.com,170000,4,Bachelors,Management,N
21823LACEY,SHE,09-03-1956,S,F,lacey36@learnsector.com,120000,3,High School,Professional,Y
21824WARREN,SHE,03-07-1956,M,M,warren36@learnsector.com,150000,2,High School,Professional,Y
21825RANDY,ZHOU,19-11-1955,M,M,randy10@learnsector.com,110000,3,Partial College,Professional,Y
21826ABIGAIL,RUSSELL,10-07-1955,M,F,abigail45@learnsector.com,120000,2,Partial High School,Professional,Y
21827MALLORY,GUTIERREZ,07-01-1955,M,F,mallory18@learnsector.com,130000,3,Partial College,Professional,Y
21828MEGAN,GONZALES,02-02-1955,S,F,megan65@learnsector.com,130000,3,Partial College,Professional,N
21829CAROLYN,RANA,18-01-1955,M,F,carolyn10@learnsector.com,170000,3,High School,Professional,N
21830BRIANA,ALONSO,17-10-1955,M,F,briana8@learnsector.com,170000,3,High School,Professional,Y
21831YOLANDA,ANAND,03-09-1954,M,F,yolanda21@learnsector.com,80000,3,Partial College,Professional,Y
21832PEDRO,GILL,27-04-1944,M,M,pedro34@learnsector.com,80000,5,Bachelors,Management,Y
21833TERRANCE,GONZALEZ,19-06-1944,S,M,terrance16@learnsector.com,90000,5,Partial College,Professional,N
21834JILLIAN,MEHTA,07-08-1944,M,F,jillian14@learnsector.com,90000,5,Partial College,Professional,Y
21835SUSAN,SUN,22-04-1944,M,F,susan23@learnsector.com,120000,4,Bachelors,Management,Y
21836KRISTI,RAMAN,11-07-1944,M,F,kristi29@learnsector.com,120000,4,Bachelors,Management,Y
21837MEGAN,ALEXANDER,24-07-1945,M,F,megan66@learnsector.com,80000,5,Partial College,Professional,N
21838GERALD,RUIZ,02-09-1945,M,M,gerald10@learnsector.com,90000,5,Partial College,Professional,Y
21839BILLY,DIAZ,20-10-1945,M,M,billy4@learnsector.com,110000,3,Bachelors,Management,Y
21840STACEY,MA,09-11-1945,M,F,stacey17@learnsector.com,130000,4,Partial College,Professional,Y
21841LINDSAY,NATH,12-06-1945,M,F,lindsay18@learnsector.com,160000,3,Bachelors,Management,Y
21842NEIL,NAVARRO,14-11-1946,M,M,neil9@learnsector.com,100000,3,Bachelors,Management,Y
21843ERICA,HE,03-10-1946,S,F,erica17@learnsector.com,110000,3,Bachelors,Management,Y
21844JAMES,LONG,07-04-1954,M,M,james25@learnsector.com,80000,4,Partial College,Professional,Y
21846KEVIN,PATTERSON,09-11-1954,M,M,kevin13@learnsector.com,110000,3,Partial College,Professional,Y
21847DOMINIC,MADAN,26-05-1954,S,M,dominic7@learnsector.com,130000,4,High School,Professional,N
21848JERRY,RAJE,27-01-1953,M,M,jerry15@learnsector.com,130000,4,Partial College,Professional,N
21849TODD,CHOW,13-01-1952,M,M,todd4@learnsector.com,80000,4,Partial College,Professional,Y
21851STUART,RAILSON,07-09-1951,M,M,stuart3@learnsector.com,90000,4,High School,Professional,Y
21852EDUARDO,JOHNSON,02-08-1951,M,M,eduardo1@learnsector.com,90000,4,High School,Professional,Y
21853STACY,GUTIERREZ,18-01-1951,M,F,stacy11@learnsector.com,100000,3,Partial College,Professional,N
21854THERESA,SCHMIDT,21-03-1951,M,F,theresa16@learnsector.com,130000,4,High School,Professional,Y
21855PAULA,MARTIN,12-08-1951,M,F,paula3@learnsector.com,170000,0,Partial College,Management,N
21856EMMANUEL,SANCHEZ,11-05-1950,M,M,emmanuel18@learnsector.com,120000,4,Partial College,Management,N
21857JAY,DOMINGUEZ,20-01-1950,S,M,jay42@learnsector.com,150000,4,Bachelors,Management,N
21858CURTIS,LIN,15-08-1949,S,M,curtis7@learnsector.com,160000,4,High School,Management,N
21859MONICA,KIM,16-08-1948,S,F,monica1@learnsector.com,70000,5,Partial High School,Skilled Manual,Y
21860JACQUELYN,GILL,11-01-1948,M,F,jacquelyn14@learnsector.com,80000,5,High School,Management,Y
21861KARI,ROMERO,26-10-1948,M,F,kari29@learnsector.com,90000,4,High School,Management,Y
21862MICHELE,PRASAD,04-09-1948,M,F,michele24@learnsector.com,90000,4,High School,Management,Y
21863SHAWNA,ANAND,22-08-1948,S,F,shawna21@learnsector.com,90000,4,Partial High School,Skilled Manual,Y
21864MARTIN,LOPEZ,22-10-1948,S,M,martin21@learnsector.com,100000,3,High School,Management,Y
21865KATHRYN,ANDERSEN,22-11-1948,M,F,kathryn11@learnsector.com,130000,5,High School,Management,Y
21866SHANNON,ZHU,21-02-1947,M,F,shannon13@learnsector.com,80000,5,Partial High School,Skilled Manual,N
21867MICHAEL,RUGGIERO,14-11-1947,M,M,michael23@learnsector.com,90000,5,Partial High School,Skilled Manual,Y
21868AIMEE,MA,03-02-1947,M,F,aimee11@learnsector.com,100000,3,High School,Management,Y
21869TINA,PRASAD,10-10-1947,M,F,tina11@learnsector.com,100000,3,Partial High School,Professional,Y
21870JENNY,RAJI,04-09-1947,M,F,jenny44@learnsector.com,130000,5,Partial High School,Professional,Y
21871DEVIN,ADAMS,05-11-1976,S,M,devin29@learnsector.com,60000,0,Bachelors,Professional,Y
21872ALISHA,LAL,01-12-1975,S,F,alisha33@learnsector.com,60000,0,Bachelors,Professional,N
21873KELLIE,NAVARRO,03-08-1975,M,F,kellie8@learnsector.com,70000,0,Bachelors,Professional,Y
21874BRANDI,SUAREZ,22-05-1976,M,F,brandi18@learnsector.com,70000,0,Bachelors,Professional,N
21875CEDRIC,NARA,17-08-1976,S,M,cedric35@learnsector.com,70000,0,Bachelors,Professional,N
21876PHILIP,RUBIO,26-04-1976,S,M,philip20@learnsector.com,70000,0,Bachelors,Professional,N
21877CLARENCE,XU,13-08-1976,S,M,clarence19@learnsector.com,80000,0,Bachelors,Professional,Y
21878BRYANT,RANA,25-04-1976,M,M,bryant10@learnsector.com,80000,0,Bachelors,Professional,Y
21880MARC,GOMEZ,20-08-1974,M,M,marc4@learnsector.com,70000,0,Bachelors,Professional,Y
21881NICOLE,LEWIS,16-10-1975,S,F,nicole21@learnsector.com,80000,0,Bachelors,Professional,N
21882JAY,RAMOS,23-09-1975,S,M,jay47@learnsector.com,90000,0,Bachelors,Professional,Y
21883PATRICIA,KAPOOR,07-03-1974,S,F,patricia6@learnsector.com,70000,0,Bachelors,Professional,N
21884TABITHA,GUTIERREZ,08-07-1973,M,F,tabitha31@learnsector.com,80000,0,Bachelors,Professional,Y
21885RAFAEL,XU,05-12-1974,S,M,rafael13@learnsector.com,90000,0,Bachelors,Professional,Y
21886JILL,CARLSON,10-05-1974,S,F,jill26@learnsector.com,100000,0,High School,Management,Y
21887ASHLEY,WHITE,12-05-1972,M,F,ashley13@learnsector.com,80000,0,Bachelors,Professional,N
21888EVAN,EDWARDS,04-09-1973,S,M,evan25@learnsector.com,100000,0,High School,Management,Y
21889SHEILA,NAVARRO,17-08-1973,M,F,sheila10@learnsector.com,110000,0,Partial College,Management,Y
21890TIFFANY,ZENG,05-02-1973,M,F,tiffany23@learnsector.com,120000,0,Partial High School,Professional,Y
21891DAWN,NARA,23-06-1972,M,F,dawn41@learnsector.com,110000,0,High School,Management,Y
21892JOAN,HERNANDEZ,26-08-1971,M,F,joan15@learnsector.com,100000,0,High School,Management,Y
21893BRANDI,HERNANDEZ,15-06-1971,S,F,brandi4@learnsector.com,100000,0,High School,Management,Y
21894DAVID,LI,13-11-1970,S,M,david58@learnsector.com,90000,0,Bachelors,Professional,N
21895KAYLEE,GONZALEZ,09-10-1970,S,F,kaylee30@learnsector.com,90000,0,Bachelors,Professional,N
21896ROY,SUBRAM,26-07-1970,M,M,roy13@learnsector.com,100000,0,High School,Management,Y
21897FRANCISCO,SUBRAM,20-10-1971,M,M,francisco14@learnsector.com,110000,0,Partial High School,Professional,N
21898DEVON,RAJI,05-02-1971,M,M,devon18@learnsector.com,110000,0,Partial High School,Professional,Y
21899MARIE,VAZQUEZ,10-04-1971,M,F,marie38@learnsector.com,110000,0,Partial High School,Professional,Y
21900ROBERT,JONES,20-04-1964,S,M,robert87@learnsector.com,80000,4,Partial College,Professional,Y
21901ELIZABETH,TAYLOR,24-05-1964,M,F,elizabeth13@learnsector.com,90000,5,Partial College,Professional,Y
21902NATALIE,JAMES,20-09-1964,S,F,natalie20@learnsector.com,130000,2,Graduate Degree,Management,N
21903FERNANDO,JENKINS,15-07-1956,S,M,fernando50@learnsector.com,70000,3,Partial College,Professional,Y
21904CHASE,SANDBERG,08-02-1956,M,M,chase4@learnsector.com,70000,4,Partial College,Professional,Y
21905PEDRO,HERNANDEZ,19-09-1934,M,M,pedro24@learnsector.com,50000,2,Graduate Degree,Management,Y
21906MIRANDA,SIMMONS,05-02-1934,M,F,miranda15@learnsector.com,50000,2,Graduate Degree,Management,Y
21907JORDAN,HALL,20-08-1934,M,F,jordan51@learnsector.com,60000,2,Graduate Degree,Management,Y
21908ISABEL,HAYES,02-07-1934,M,F,isabel21@learnsector.com,60000,2,Graduate Degree,Management,Y
21909ALLISON,WARD,24-06-1934,M,F,allison11@learnsector.com,160000,1,Bachelors,Management,Y
21910REBEKAH,PEREZ,17-08-1974,S,F,rebekah19@learnsector.com,30000,0,Partial College,Clerical,N
21911JOAN,ROSS,23-12-1980,S,F,joan8@learnsector.com,20000,0,Partial High School,Manual,N
21912COLLEEN,KUMAR,21-03-1980,S,F,colleen32@learnsector.com,20000,0,Partial High School,Manual,Y
21913ARTHUR,BLANCO,27-05-1980,S,M,arthur40@learnsector.com,20000,0,Partial High School,Manual,N
21914EMILY,BROWN,19-02-1980,S,F,emily4@learnsector.com,20000,0,Partial High School,Manual,N
21915TRISTAN,WOOD,01-05-1962,M,M,tristan2@learnsector.com,70000,1,Partial College,Skilled Manual,Y
21916JESSE,EVANS,08-02-1961,M,M,jesse24@learnsector.com,40000,4,High School,Skilled Manual,Y
21917DALTON,JOHNSON,24-06-1961,M,M,dalton1@learnsector.com,40000,4,High School,Skilled Manual,Y
21918CAROL,SERRANO,03-11-1961,S,F,carol11@learnsector.com,40000,4,High School,Skilled Manual,Y
21919MELISSA,HOWARD,07-08-1961,M,F,melissa33@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21920DESTINY,BENNETT,15-02-1961,M,F,destiny49@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21921LUCAS,COLLINS,02-08-1961,M,M,lucas12@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21922BAILEY,WARD,23-11-1961,M,F,bailey9@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21923JUSTIN,WILLIAMS,20-07-1961,M,M,justin33@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21924EDUARDO,COOK,13-03-1960,M,M,eduardo88@learnsector.com,40000,4,High School,Skilled Manual,Y
21925TABITHA,DOMINGUEZ,02-08-1960,S,F,tabitha33@learnsector.com,40000,0,Bachelors,Professional,N
21926MELANIE,HENDERSON,15-07-1967,S,F,melanie20@learnsector.com,60000,0,Graduate Degree,Professional,N
21927MEREDITH,BROWNING,16-09-1967,S,F,meredith39@learnsector.com,60000,0,Graduate Degree,Professional,N
21928KARL,LUO,03-03-1967,S,M,karl6@learnsector.com,60000,0,Graduate Degree,Professional,Y
21929KAREN,PERRY,19-11-1967,S,F,karen36@learnsector.com,60000,0,Graduate Degree,Professional,N
21930MARISSA,PERRY,27-07-1967,S,F,marissa5@learnsector.com,60000,0,Graduate Degree,Professional,Y
21931MARCUS,WOOD,20-09-1960,M,M,marcus51@learnsector.com,60000,1,Partial College,Skilled Manual,N
21932LEONARD,KUMAR,14-12-1959,M,M,leonard9@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21933NICOLE,MARTIN,03-10-1959,M,F,nicole15@learnsector.com,60000,4,Bachelors,Professional,Y
21934JENNIFER,COX,10-06-1959,M,F,jennifer64@learnsector.com,60000,4,Bachelors,Professional,Y
21935VICTORIA,SIMMONS,28-07-1959,M,F,victoria62@learnsector.com,60000,4,Bachelors,Professional,N
21936EMMA,REED,15-12-1959,M,F,emma28@learnsector.com,60000,4,Bachelors,Professional,N
21937MORGAN,ROSS,27-11-1959,S,F,morgan73@learnsector.com,60000,4,Bachelors,Professional,Y
21938SAVANNAH,HALL,13-06-1959,M,NA,savannah45@learnsector.com,60000,4,Bachelors,Professional,Y
21939THOMAS,ROBERTS,11-03-1959,M,M,thomas41@learnsector.com,70000,2,Graduate Degree,Professional,Y
21940ALEJANDRO,SHARMA,24-07-1959,M,M,alejandro36@learnsector.com,90000,5,Graduate Degree,Professional,Y
21941GAIL,MOORE,19-02-1958,S,F,gail3@learnsector.com,60000,3,Bachelors,Professional,N
21942JULIA,ROBERTS,05-09-1958,M,F,julia10@learnsector.com,80000,5,Graduate Degree,Professional,Y
21943CINDY,MEHTA,08-08-1969,S,F,cindy14@learnsector.com,80000,4,Graduate Degree,Management,Y
21944DAISY,JIMÉNEZ,20-09-1969,M,F,daisy2@learnsector.com,90000,1,Graduate Degree,Management,Y
21945PEARLIE,RUSEK,17-02-1969,S,F,pearlie0@learnsector.com,90000,1,Graduate Degree,Management,Y
21946MICHELE,DENG,03-01-1969,M,F,michele1@learnsector.com,90000,2,Bachelors,Professional,Y
21947DIANE,ROMERO,09-10-1969,M,F,diane14@learnsector.com,90000,2,Bachelors,Professional,Y
21948ANN,MADAN,12-04-1969,M,F,ann13@learnsector.com,100000,1,Graduate Degree,Management,Y
21949CLAYTON,CHAVEZ,27-09-1969,S,M,clayton33@learnsector.com,100000,1,Graduate Degree,Management,N
21950ARMANDO,HERNANDEZ,05-04-1969,S,M,armando4@learnsector.com,100000,1,Graduate Degree,Management,Y
21951ORLANDO,HERNANDEZ,27-11-1970,S,M,orlando4@learnsector.com,80000,4,Graduate Degree,Management,Y
21952LATASHA,VAZQUEZ,06-07-1968,S,F,latasha14@learnsector.com,70000,5,Bachelors,Professional,Y
21953MARVIN,VAZQUEZ,22-07-1967,M,M,marvin15@learnsector.com,70000,5,Bachelors,Professional,N
21954YOLANDA,ANDERSEN,24-05-1967,S,F,yolanda12@learnsector.com,70000,5,Bachelors,Professional,Y
21955JENNY,FERRIER,22-08-1969,S,F,jenny45@learnsector.com,110000,1,Graduate Degree,Management,Y
21956JAY,KAPOOR,16-10-1969,S,M,jay7@learnsector.com,120000,1,Graduate Degree,Management,N
21957KATHRYN,SHEN,18-05-1969,M,F,kathryn2@learnsector.com,120000,1,Graduate Degree,Management,Y
21958MALLORY,BLANCO,19-10-1969,S,F,mallory2@learnsector.com,130000,1,Graduate Degree,Management,N
21959JIMMY,DOMINGUEZ,16-07-1969,M,M,jimmy16@learnsector.com,130000,1,Graduate Degree,Management,Y
21960DAWN,LIU,18-02-1967,M,F,dawn5@learnsector.com,70000,5,Bachelors,Professional,N
21961CHELSEA,GARCIA,20-04-1967,M,F,chelsea16@learnsector.com,70000,5,Bachelors,Professional,Y
21962KRISTI,SMITH,01-05-1967,S,F,kristi25@learnsector.com,80000,5,Graduate Degree,Management,Y
21963JACQUELYN,SERRANO,23-08-1967,M,F,jacquelyn17@learnsector.com,80000,5,Graduate Degree,Management,Y
21964DEVON,NARA,03-08-1967,M,M,devon14@learnsector.com,80000,5,Graduate Degree,Management,Y
21965BETHANY,RAHEEM,24-08-1966,M,F,bethany21@learnsector.com,80000,5,Bachelors,Professional,Y
21966ROSS,SAI,27-10-1966,M,M,ross5@learnsector.com,90000,2,Bachelors,Professional,Y
21967CHARLES,SANDERS,09-04-1965,M,M,charles50@learnsector.com,60000,2,Bachelors,Professional,Y
21968JAIME,DENG,04-08-1968,S,M,jaime25@learnsector.com,70000,0,Bachelors,Professional,N
21969LATOYA,DENG,25-03-1968,S,F,latoya1@learnsector.com,70000,0,Bachelors,Professional,N
21970JADA,RIVERA,21-02-1964,S,F,jada8@learnsector.com,60000,3,Bachelors,Professional,Y
21971WARREN,SHAN,24-05-1964,M,M,warren41@learnsector.com,60000,4,Bachelors,Professional,Y
21972MANDY,SHE,02-10-1964,M,F,mandy24@learnsector.com,60000,4,Bachelors,Professional,N
21973JANET,VAZQUEZ,15-02-1964,M,F,janet20@learnsector.com,60000,4,Bachelors,Professional,N
21974WHITNEY,SURI,07-02-1964,S,F,whitney0@learnsector.com,70000,0,Bachelors,Professional,Y
21975ALFREDO,RUIZ,05-01-1963,M,M,alfredo3@learnsector.com,60000,5,Bachelors,Professional,Y
21976JACQUELINE,TORRES,01-07-1963,S,F,jacqueline28@learnsector.com,60000,3,Bachelors,Professional,N
21977PHILLIP,MALHOTRA,21-07-1963,S,M,phillip5@learnsector.com,70000,0,Bachelors,Professional,N
21978TRACY,DENG,08-03-1967,M,F,tracy3@learnsector.com,90000,4,Bachelors,Professional,Y
21979PHILIP,GUTIERREZ,16-09-1962,M,M,philip11@learnsector.com,60000,1,Bachelors,Professional,Y
21980BETH,MORENO,10-09-1961,S,F,beth9@learnsector.com,60000,1,Bachelors,Professional,Y
21981ISABELLA,HENDERSON,11-04-1961,M,F,isabella16@learnsector.com,60000,1,Bachelors,Professional,Y
21982DEBORAH,LAL,25-02-1961,M,F,deborah13@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21983GLENN,LIANG,22-03-1961,M,M,glenn18@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21984KRISTY,SUAREZ,19-02-1960,S,F,kristy17@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21985EDDIE,TORRES,14-10-1960,M,M,eddie12@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21986KRISTI,CHAPMAN,11-06-1960,S,F,kristi18@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21987THEODORE,DOMINGUEZ,04-12-1965,S,M,theodore13@learnsector.com,70000,0,Bachelors,Professional,Y
21988ALISHA,ZHAO,03-04-1965,M,F,alisha10@learnsector.com,80000,5,Bachelors,Professional,Y
21989ERIK,JIMENEZ,02-04-1965,M,M,erik7@learnsector.com,80000,5,Bachelors,Professional,Y
21990ALEJANDRO,RAI,15-03-1965,S,M,alejandro42@learnsector.com,80000,5,Bachelors,Professional,Y
21991TERESA,GILL,14-07-1965,M,F,teresa14@learnsector.com,80000,5,Bachelors,Professional,N
21992ALEJANDRO,ZHANG,27-08-1965,S,M,alejandro2@learnsector.com,80000,5,Bachelors,Professional,Y
21993CRAIG,SANZ,20-09-1964,M,M,craig19@learnsector.com,70000,0,Bachelors,Professional,N
21994NATASHA,RUIZ,13-03-1959,S,F,natasha2@learnsector.com,90000,1,Bachelors,Professional,Y
21995KATHRYN,RAJI,22-03-1962,S,F,kathryn19@learnsector.com,70000,5,Partial College,Skilled Manual,Y
21996AMY,GAO,19-11-1961,M,F,amy21@learnsector.com,60000,1,Partial College,Skilled Manual,Y
21997DENNIS,XU,14-03-1958,M,M,dennis13@learnsector.com,80000,5,Bachelors,Professional,Y
21998ERIK,HERNANDEZ,08-11-1958,M,M,erik5@learnsector.com,90000,2,Bachelors,Professional,Y
21999JULIA,BARNES,13-05-1958,M,F,julia69@learnsector.com,90000,2,Bachelors,Management,N
22000CYNTHIA,CHANDRA,11-09-1958,M,F,cynthia6@learnsector.com,100000,4,Bachelors,Management,Y
22001GREGORY,CHANDER,21-10-1957,S,M,gregory19@learnsector.com,70000,1,Partial College,Skilled Manual,Y
22002KRISTEN,CHEN,05-08-1936,M,F,kristen2@learnsector.com,30000,2,Partial College,Clerical,N
22003JILL,NAVARRO,23-08-1936,M,F,jill17@learnsector.com,40000,2,Bachelors,Management,Y
22004MEGHAN,ORTEGA,16-08-1960,M,F,meghan21@learnsector.com,60000,1,Partial College,Skilled Manual,Y
22005PAMELA,MEHTA,03-03-1960,M,F,pamela17@learnsector.com,70000,5,Partial College,Skilled Manual,N
22006JON,NARA,20-06-1960,M,M,jon13@learnsector.com,70000,5,Partial College,Skilled Manual,Y
22007KAYLEE,HERNANDEZ,13-09-1976,S,F,kaylee41@learnsector.com,30000,0,High School,Skilled Manual,N
22008ALISHA,YE,08-04-1975,S,F,alisha9@learnsector.com,40000,0,High School,Skilled Manual,N
22009ROSS,ALVAREZ,09-02-1975,S,M,ross25@learnsector.com,40000,0,High School,Skilled Manual,Y
22010HENRY,LOPEZ,13-07-1975,S,M,henry18@learnsector.com,40000,0,High School,Skilled Manual,N
22011RICHARD,PATTERSON,13-11-1980,S,M,richard65@learnsector.com,30000,0,High School,Skilled Manual,N
22012REGINA,MALHOTRA,26-06-1980,S,F,regina4@learnsector.com,30000,0,High School,Skilled Manual,N
22013MARCUS,JENKINS,01-11-1980,S,M,marcus56@learnsector.com,30000,0,High School,Skilled Manual,N
